adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/jLhoX3OmgjgYP13blsGlJkFaF1n.jpg,"[53, 35, 80]",304755,hi,Khiladi 420,"Wealthy, world-wide business-man Shyam Prasad Bharadwaj would like to get his only daughter, Rittu marry to his business-partner Dev Kumar Malhotra. But what Shyam is unaware of is Dev is not what he claims to be but merely a con-man who is in debt with local gangsters and to worsen matters he plans to do away with the entire Bharadwaj family so that he can embezzle their property and estate.",2.959,/2Ce13mjQLfwu5GNSA78vmEXuOw1.jpg,2000-12-29,Khiladi 420,False,5.25,12
False,/2HzL26eX0vaaWzVmphxslMyLnzM.jpg,[99],161043,hi,Gulabi Gang,"In Bundelkhand, India, a revolution is in the making among the poorest of the poor, as the fiery women of the Gulabi Gang empower themselves and take up the fight against gender violence, caste oppression and widespread corruption.",2.131,/exsWzpzPdJ2wdwuTERN8pQb3Xby.jpg,2012-12-14,Gulabi Gang,False,7.5,1
False,,"[12, 18, 28]",103865,hi,मेरा गाँव मेरा देश,Ajit saves the village from the dakus (bandits); whilst having romance with Anju.,1.393,/vfTYp9MygcnG8LZ8ClYPbJQsbuZ.jpg,1971-04-06,Mera Gaon Mera Desh,False,6.0,4
False,/xiXrOEVSsRtSU9svpRpPqIhqap0.jpg,"[53, 35]",53120,hi,द फ़िल्म इमोशनल अत्याचार,"An ensemble film set on the deserted highway between Mumbai and Goa and revolves around incidents that take place in one night to four sets of travelers. It is essentially a dark film, in which, each character is an anti-hero who has a dark mysterious interconnection between these stories that unfolds in a non-linear format. Each story varies from the other in its humor or less a similar motive - money",1.881,/cJDH85bYK7cqWUJ3JDC6ECGHlZc.jpg,2010-09-03,The Film Emotional Atyachar,False,7.0,1
False,/qSeMx4F9dqinXuNqlg1QNBMuKzy.jpg,"[18, 35]",273166,hi,ओ तेरी,"Prantabh and Anand, associated with a news channel in Delhi, are in search of a big scam to prove a point to their senior. A dead body accidentally lands up in their car.",1.391,/8yDmeoOKcWtp0TU9n66hAfVAqy3.jpg,2014-03-28,O Teri,False,2.2,4
False,/cE7szM5vqZEn9Kq6VvIcBpHaBua.jpg,"[28, 18]",16928,hi,Black & White,"Rajan Mathur (Anil Kapoor) is a Professor in Urdu literature in Dr. Zakir Hussain's College. He resides in Chandni Chowk with his activist wife, Roma Mathur (Shefali Shah). Professor Mathur comes across a young boy called Numair Qazi (Anurag Sinha) who introduces himself as a victim of communal riots in Gujarat.",1.63,/l0uoXiG4foEMozkg69E4upoPxwK.jpg,2008-02-01,Black & White,False,4.5,1
False,,[18],143543,hi,कश्मीर की कली,A rich young man woos proud girl against her father's wishes.,1.389,/bz6VxjkePzctsg3ornzmdCrQmcl.jpg,1964-11-20,Kashmir Ki Kali,False,4.8,4
False,/bhtdUsIk4ABtPtTOGMgASZsUuD4.jpg,"[9648, 53]",498594,hi,Nirdosh,"After a murder is committed, Shinaya Grover (Manjari Fadnis) gets arrested by the police on the basis of being the primary suspect, but as Inspector Lokhande (Arbaaz khan) carries forward the investigation of the case multiple suspects and possibilities emerge.",2.914,/iO4D1cXwQxKqsvyilHUSGqdD6G4.jpg,2018-01-19,Nirdosh,False,5.5,2
False,/1t7cw6mrDHGPxrIB3o5VsunOLsR.jpg,"[28, 10402]",32295,hi,Khal Nayak,"Ballu (Sanjay Dutt), a notorious, cunning, and unscrupulous criminal who's wanted by the police for a plethora of murders and thefts. Bright and ambitious Inspector Ram (Jackie Shroff) finally arrests him, only to have Ballu escape right under his nose. So Ram's lovely girlfriend Ganga (Madhuri Dixit) volunteers to go undercover, to trap Ballu and help restore Ram's reputation. Things get more complicated, however, when Ballu falls for her, and she finds that she isn't entirely immune to his charms.",3.238,/f3uvAGmxMdOPmwycHE13kxTqFKc.jpg,1993-08-06,Khal Nayak,False,6.9,25
False,/53nE8IN8OSbIhKP6qCl3EPKUx2d.jpg,"[35, 18]",339169,hi,Kuch Kuch Locha Hai,"Praveen Patel, a 45-year-old married businessman, is approached by Shanaya, an actress, who wants to move in with him to prepare for a role. So he pretends to be single to impress her.",2.782,/kLw3iBJsbPbQ9aoChXBceW0gFN7.jpg,2015-05-08,Kuch Kuch Locha Hai,False,4.5,6
False,/kQYMG1FEZjXYsd6GrzLBcPh7TMS.jpg,"[35, 10749, 18]",330636,hi,कट्टी बट्टी,A man falls in love with a woman because of her outlook on life. They are in a relationship for five years until a sudden turn of events causes a problem in their relationship.,3.235,/3Q2gzibVqJI7Bt6jYELtLfWEdYw.jpg,2015-09-18,Katti Batti,False,5.4,16
False,/fS6iEyypcDZsZ1vqcjDbYmRPE4S.jpg,"[53, 35, 80]",560702,hi,Kadakh,"Sunil is home alone when the doorbell rings. The stranger at the door introduces himself as the husband of Chhaya - a woman that Sunil is having an affair with. The guest immediately asks many uncomfortable questions about their affair, becoming more and more intrusive. The situation is already incredibly tense and then the man pulls out a gun from his bag and aims it straight at Sunil. Pretty soon a shot rings out and the wall is splattered with blood. And that is just the beginning.",1.508,/uvnJ92WolGcVr72LxBKAXP6twY6.jpg,2019-11-23,Kadakh,False,5.6,5
False,/tFLOpXERO3JiLzf79SoFxVgddMt.jpg,"[10749, 18]",527851,hi,Kuchh Bheege Alfaaz,"Every night at 10, Kolkata tunes into radio to listen to 'Kuchh Bheege Alfaaz' - an episodic series of unrequited love stories hosted by RJ Alfaz who, despite his tremendous following, prefers staying detached and anonymous. Among his many fans is the boisterous Archana, a girl working at a creative agency – which designs branded memes. She is leukodermic but lives life to the fullest. They meet; or rather talk, for the first time over a misplaced call, when Archana accidentally dials Alfaaz's number, while trying to connect with her latest blind date. Thus begins an interesting relationship between two unlikely characters, one overly compensating, but in denial of her present, and the other buried under a dark secret of his past.",1.593,/25cv2bdc4IIIcMWdFiHC0uEy0eI.jpg,2018-02-16,Kuchh Bheege Alfaaz,False,7.4,8
False,/u0AAEDWsHwogilTHOXFuHRL9MYe.jpg,"[53, 18]",277223,hi,City Lights,"Deepak Singh was an ex army person and owned a small garment shop in a Rajasthani village. When his life struck by a tragedy, he migrates to Mumbai, with his wife and young child, hoping for a better life. However, upon arriving, he soon discovers the challenges of life in a big city.",1.94,/rrzypABFDyTpwbTLbmsXU9A8qEM.jpg,2014-05-30,City Lights,False,7.0,28
False,,[],242696,hi,चोर पे मोर,"When a robber robs a bank of 40k, he hides his trail and buries his money in an abandoned well. when someone else finds it, he goes crazy trying to find it.",2.876,/pOEtsjPiJOnbGFZ4uRm33pGdP6M.jpg,1990-07-06,Chor Pe Mor,False,9.5,1
False,/maXPM98nKSFlD0FeWNScJobT9D2.jpg,[10749],603527,hi,Bezubaan,"A young woman must try to keep a one-night stand that she had in college a secret from her husband who happens to be one of his best friends, and thowart a persistant blackmailer intent on collecting money from her to keep quite about it.",1.596,/gu48wsTyJGZsoRkjmdUbMM5hTfI.jpg,1982-12-24,Bezubaan,False,0.0,0
False,/nbl7fHVbzKnviygW9x7XIK5Az1M.jpg,[35],128567,hi,जादूगर,American-returned Shankar Narayan is baffled to witness his former businessman and jailbird dad posing as a soothsayer by the name of Mahaprabhu Janak Sagar Jagat Narayan in a small town ...,1.496,/cc4RECDRqhxA33gPbt5tcPq4VgC.jpg,1989-08-25,Jaadugar,False,3.8,5
False,/6pzK8QkLkM50bw5A6Cm3xMRntqf.jpg,[18],110619,hi,Geetanjali,,1.383,/gC0eoLgPXtajtp3D1FFlhViv8C7.jpg,1993-01-01,Geetanjali,False,3.0,1
False,,"[10749, 10751]",64661,hi,लव यू ... मिस्टर. कलाकार!,"Tusshar Kapoor plays Sahil, an artist who draws cartoons. He falls in love with Amrita Rao, the daughter of a businessman, for whom Tusshar had deigned a mascot. The story moves on and both fall in love. But since her father hates artists, therefore, he decides she will not marry him.",1.383,/rEBp7Ks4c1DCdiXXlrYvfD1TijG.jpg,2011-05-13,Love U... Mr. Kalakaar!,False,5.8,8
False,/z3L64s59X6AhZh2DoaPYiZ0OOLj.jpg,[18],1030224,hi,एक जगह अपनी,"After sudden eviction by their prejudiced landlord, transwomen Laila and Roshni must put their wits together to find a home and reclaim their place in society.",2.186,/eTf8PJ4kOqTq1bFGPjxtU86fI6N.jpg,2024-01-12,A Place of Our Own,False,0.0,0
False,/q83y4LPfDwcXIF0k7ZmmMRJtPvL.jpg,"[35, 80, 18]",784940,hi,गुड लक जैरी,"In dire need of money, Jerry gets drawn into the dangerous world of drug trafficking. Things go awry when she decides to quit.",3.226,/abcG0hQJVwCdloTTTwrY0jfJ1Em.jpg,2022-07-29,Good Luck Jerry,False,5.4,8
False,/zsjDhUMjBUXg4jEaK8ihG9mwooV.jpg,[],528098,hi,Nafrat Ki Aandhi,"Sonu (Dharmendra) is a gangleader and does illegal work for Chandidas Khurana (Amrish Puri). This illegal work comes to a grinding halt on the arrival of a honest police inspector Ravi Kapoor (Jeetendra). Ravi instantly cracks down on the wrong-doers, convinces Sonu of his wrong-doing, and actually sets him on the right track. Together they trap Chandidas Khurana, his brother Chotu (Shakti Kapoor) with evidence, and both get long jail terms.",1.382,/78CVNq24pGS40qF0Zcw4wtJLmIO.jpg,1989-03-10,Nafrat Ki Aandhi,False,9.2,2
False,,[27],482335,hi,Wohi Bhayanak Raat,A teenager begins to suspect his next door neighbor is actually a vampire in this Indian rip-off of Fright Night.,2.346,/rqpYcRttaVi8AK8EUDZkfoPPOWB.jpg,1989-01-01,Wohi Bhayanak Raat,False,0.0,0
False,,"[18, 10749]",316013,hi,पत्थर के सनम,"Rajesh works for Meena's father. Meena and her friend Taruna decide to play a prank on him. Both women pretend to fall in love with him, but he finds out, resulting in acrimony.",1.382,/g4fN2xRtzuJcafSEUzNkCpyJ0h9.jpg,1967-01-01,Patthar Ke Sanam,False,3.0,1
False,/5FJ5eszsiHFVsCHqNh8pdctR3Sa.jpg,"[18, 10751]",1157370,hi,Sameera,"Sameera's husband Prashant, is a civil engineer dedicated to his job. He goes to work on the site of a dam and is often away from home. While he is away Sameera falls ill and is looked after by Nakul, and a relationship develops between them",1.382,/fLDx4u5lLViqXQifvUFJBh36hYb.jpg,1981-01-01,Sameera,False,0.0,0
False,/pfcSdTtdCJxq052ZUpbT71SBDkO.jpg,"[28, 53, 35]",534985,hi,Bhaiaji Superhitt,"A kind-hearted goon decides to get his wife back by making a film on their love story, while his arch nemesis tries to thwart his plans.",1.414,/rGHgk0IO68OH9G7oXtPqGb4IxDq.jpg,2018-11-23,Bhaiaji Superhitt,False,6.0,2
False,/2uQuVWmmEyMsSyfuaYvGP5zcrTW.jpg,[16],460122,hi,Hanuman Da Damdaar,"Anjani has not forgotten how her son almost lost his life. Now to protect him, she shelters him in abid to keep him from harming himself again. She doesn't even allow him to go out of the house. When his father Senapati Kesari returns from war, he is upset to find that his brave son has become a scared little boy. Maruti feels bad that his father isn't proud of him, and prays to God to make him the bravest kid in the world.  God answers his prayers and leads Maruti into a series of jungle adventures. His experiences and new friends lead him to metamorphose from a Bhola-Bhala Bajrangi to HANUMAN DA DAMDAAR!",3.223,/y8yZaoDqjJRXmeNfZJHU27Urvsl.jpg,2017-06-02,Hanuman Da Damdaar,False,5.8,4
False,/neeusjJoaklHJ3tZsMCxyiVCx6i.jpg,"[28, 35]",1238560,hi,अजब गजब धमाल मूवी,"Two prisoners, Jarnail Singh and Tarsem Lal, escape from prison on the day of Baisakhi. However, their troubles increase when they learn that they were to be pardoned by the jail minister.",1.588,/q8MQpuz5X7Fyh4XydBuNNZGlGqC.jpg,2024-01-30,Ajab Gajab Dhamal,False,0.0,0
False,/9wp1any6nMCCqy1TfExrnsmAGcn.jpg,"[9648, 53]",647788,hi,Chehere: A Modern Day Classic,"Chehere is a period drama set in the 1950s that revolves around the life of a retired silent era actor. The actress in the film has a bitter relationship with her sister, a poet. There is clash of ideas and perspectives and what follows is mystery.",1.381,/q5sCxBlNtaPYdEPRhDeBRcTr7uN.jpg,2015-08-28,Chehere: A Modern Day Classic,False,7.0,1
False,/n20ocDAxr64CPWbvXoDi7yr6Vxv.jpg,"[53, 80]",515045,hi,ఐతే 2.0,"The story follows the lives of four unemployed engineers who turn criminals to avenge an anonymous, yet dangerous cybercriminal.",2.633,/86kjN6hAqWn5Awh72fTXd4LhvCH.jpg,2018-03-16,Aithe 2.0,False,6.0,1
False,/h8Vqd6zSGRFDkCzsOxe4KOgAB5n.jpg,[18],444988,hi,बिरादरी,"Seema lives a wealthy lifestyle with her widowed mom in Bombay, India. Her mother is a compassionate soul who rents out several rooms in a self-owned building, which is occupied by very poor and nearly destitute people. Seema's mom often ends up looking after her tenants financially and also gives them ample time to find money to pay the rent. Seema, who wants a luxurious lifestyle, has sold the building to Bihari, and is all set to evict the tenants forcibly. Watch what happens when Seema's mother and Rajan decide to confront her to try and stop this sale.",3.126,/jN97csce4sLiDcYIOvP8EJacKjy.jpg,1966-01-04,Biradari,False,7.0,1
False,/vKw3QIaBci4JbaNsZyyeLQ1ZMQh.jpg,"[10749, 18]",300917,hi,Char Diwari,"Sunil leads a poor lifestyle along with his widowed mother, and two school-going siblings, Anu and Tikku. He gets married to Lakshmi, who soon gets pregnant. Anu graduates from school and each of the family make individual sacrifices so that she can attend college. During Diwali, Lakshmi falls down the stairs, is hospitalized, has a miscarriage, and will never be able to conceive. Sunil decides to keep this a secret from the rest of the family, but subsequently confides in his mother. When Lakshmi finds out she wants him to re-marry, but he refuses. Then Tikku is sent to live with his maternal uncle for a few days. Shortly thereafter the family will be faced with three crises as Anu prepares to elope with a wealthy fellow collegian, a death, and a theft.",1.596,/kSvW9OId0pXvvugFZM3vDN4p8IA.jpg,1961-01-01,Char Diwari,False,0.0,0
False,/8aqJ68m9OTTV9JatvJ9Ksmw3fV6.jpg,[18],712906,hi,Gurudakshina,"An orphaned boy Dev is adopted by Guruji and brought to his dance academy in Kolkata, owing to his dancing skills. Impressed by his talent, guruji takes him under his wings. However, Dev's one-sided love for Guruji's daughter Sanjukta changes their lives forever. Sanjukta finds herself seduced by Chhau dancer Gambhira instead, who seems like a man of dubious intent. Turns out he is a Naxalite, on a secret mission.",1.38,/lk4Vhliu4MTDK2iiYiPEV2SdW4N.jpg,2015-03-19,Gurudakshina,False,4.0,1
